NAME_HUC12,HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,PHWA_HEALTH_NDX_ER_2016,PHWA_VULN_NDX_ER_2016,PHWA_LANDSC_SUBNDX_ER_2016,PHWA_HYDRO_SUBNDX_ER_2016,PHWA_GEO_SUBNDX_ER_2016,PHWA_HAB_SUBNDX_ER_2016,PHWA_BIO_SUBNDX_ER_2016,PHWA_WQ_SUBNDX_ER_2016,PHWA_LUVLN_SUBNDX_ER_2016,PHWA_WUVLN_SUBNDX_ER_2016,PHWA_WFVLN_SUBNDX_ER_2016,PHWA_HEALTH_NDX_ER_PCT_2016,PHWA_VULN_NDX_ER_PCT_2016,PHWA_LANDSC_SUBNDX_ER_PCT_2016,PHWA_HYDRO_SUBNDX_ER_PCT_2016,PHWA_GEO_SUBNDX_ER_PCT_2016,PHWA_HAB_SUBNDX_ER_PCT_2016,PHWA_BIO_SUBNDX_ER_PCT_2016,PHWA_WQ_SUBNDX_ER_PCT_2016,PHWA_LUVLN_SUBNDX_ER_PCT_2016,PHWA_WUVLN_SUBNDX_ER_PCT_2016,PHWA_WFVLN_SUBNDX_ER_PCT_2016,PHWA_HEALTH_NDX_ST_2016,PHWA_VULN_NDX_ST_2016,PHWA_LANDSC_SUBNDX_ST_2016,PHWA_HYDRO_SUBNDX_ST_2016,PHWA_GEO_SUBNDX_ST_2016,PHWA_HAB_SUBNDX_ST_2016,PHWA_BIO_SUBNDX_ST_2016,PHWA_WQ_SUBNDX_ST_2016,PHWA_LUVLN_SUBNDX_ST_2016,PHWA_WUVLN_SUBNDX_ST_2016,PHWA_WFVLN_SUBNDX_ST_2016,PHWA_HEALTH_NDX_ST_PCT_2016,PHWA_VULN_NDX_ST_PCT_2016,PHWA_LANDSC_SUBNDX_ST_PCT_2016,PHWA_HYDRO_SUBNDX_ST_PCT_2016,PHWA_GEO_SUBNDX_ST_PCT_2016,PHWA_HAB_SUBNDX_ST_PCT_2016,PHWA_BIO_SUBNDX_ST_PCT_2016,PHWA_WQ_SUBNDX_ST_PCT_2016,PHWA_LUVLN_SUBNDX_ST_PCT_2016,PHWA_WUVLN_SUBNDX_ST_PCT_2016,PHWA_WFVLN_SUBNDX_ST_PCT_2016
Four Corners,180902031002,14,CA,0.950016841,4.56e-11,0.91028959,0.975513057,0.914264718,1,NA,NA,1.37e-10,0,0,97.71801141,0.244498778,84.10757946,97.06601467,26.40586797,100,NA,NA,2.363488183,32.76283619,7.334963325,0.968357504,0,0.937798421,0.985527052,0.950104543,1,NA,NA,0,0,0,98.92078071,0.09184845,92.99655568,97.86452354,56.1423651,100,NA,NA,0.964408726,15.24684271,4.179104478
180902031003,180902031003,14,CA,0.936126258,1.9e-10,0.917329819,0.965759977,0.952822914,0.908592322,NA,NA,5.69e-10,0,0,95.27302363,0.733496333,86.79706601,96.49551752,47.67726161,44.84451718,NA,NA,8.557457213,32.76283619,7.334963325,0.956710516,1.4e-10,0.944035868,0.978926372,0.972544299,0.931335524,NA,NA,4.21e-10,0,0,98.09414466,0.252583238,93.89207807,97.40528129,73.36394948,68.66883117,NA,NA,2.962112514,15.24684271,4.179104478
180902031004,180902031004,14,CA,0.886021768,0.0032520170000000003,0.842899896,0.739535176,0.98366947,1,0.8640043,NA,0.0010754970000000001,0,0.008680556,67.400163,7.17196414,37.97881011,36.67481663,76.28361858,100,93.4939759,NA,15.07742461,32.76283619,23.14588427,0.912528698,0.0025343040000000002,0.878270841,0.781347847,0.990496103,1,NA,NA,0.0010754970000000001,0,0.006527415,83.00803674,2.112514351,76.60160735,44.66130884,87.27898967,100,NA,NA,5.396096441,15.24684271,9.575200918
No Name Lake,180902031005,14,CA,0.915639035,0.011397558,0.856754736,0.873808361,0.931993042,1,NA,NA,0.028984339,0,0.005208333,89.0790546,13.20293399,49.87775061,80.68459658,33.6593317,100,NA,NA,24.53137734,32.76283619,18.5004075,0.939620467,0.010364493,0.890684435,0.899525222,0.968272212,1,NA,NA,0.02717703,0,0.003916449000000001,94.87944891,4.20206659,82.47990815,84.08725603,69.73593571,100,NA,NA,9.161882893,15.24684271,8.059701493
180902031006,180902031006,14,CA,0.937953728,0.00717308,0.90976587,0.857018693,0.985030348,1,NA,NA,0.021519241,0,0,95.76202119,10.8394458,83.86308068,77.01711491,77.91361043,100,NA,NA,22.65688672,32.76283619,7.334963325,0.953628106,0.00717308,0.93730145,0.88592288,0.991288095,1,NA,NA,0.021519241,0,0,97.68082664,3.444316877,92.90470723,80.11481056,87.94489093,100,NA,NA,8.518943743,15.24684271,4.179104478
180902031007,180902031007,14,CA,0.89549219,0.078203481,0.858257262,0.73233039,0.991381109,1,NA,NA,0.227665999,0,0.006944443999999999,74.57212714,33.49633252,51.26324368,33.57783211,84.67807661,100,NA,NA,52.64873676,32.76283619,20.53789731,0.915272542,0.077629310000000007,0.891828629,0.774277483,0.994984055,1,NA,NA,0.227665999,0,0.005221932,84.5924225,11.13662457,82.87026406,42.29621125,90.86107922,100,NA,NA,23.83467279,15.24684271,8.794489093
Red Pass-Salt Creek,180902031008,14,CA,0.905003931,0.058542574,0.873383693,0.765684315,0.980947715,1,NA,NA,0.1721555,0,0.0034722219999999996,83.04808476,26.40586797,63.97718011,47.26976365,73.83863081,100,NA,NA,42.29828851,32.76283619,15.07742461,0.92744329,0.058255489,0.905182542,0.815678498,0.988912121,1,NA,NA,0.1721555,0,0.002610966,90.97588978,8.702640643,86.52123995,56.39494834,85.94718714,100,NA,NA,18.14006889,15.24684271,6.957520092
Ord Tank,180902031101,14,CA,0.907686867,0.115892362,0.92271319,0.752883071,0.955151208,1,NA,NA,0.25,8.4e-6,0.097222222,85.24857376,60.63569682,88.42705786,42.05378973,49.22575387,100,NA,NA,74.32762836,55.17522412,51.26324368,0.929439381,0.107873201,0.949906701,0.793756525,0.974094298,1,NA,NA,0.251,3.86e-6,0.07310705,91.54994259,20.1836969,94.74167623,48.77152698,74.489093,100,NA,NA,52.16991963,27.48564868,18.87485649
Piute Valley,180902031102,14,CA,0.847937113,0.130983424,0.857258664,0.736100736,0.883267611,0.915121442,NA,NA,0.26437197,1.0608100000000002e-4,0.128472222,39.36430318,66.17766911,50.0407498,35.69682152,16.78891606,45.82651391,NA,NA,81.17359413,69.27465363,58.19070905,0.887392857,0.120557902,0.894581072,0.786160858,0.932589369,0.936240129,NA,NA,0.265,4.88e-5,0.096605744,68.33524684,22.0206659,83.76578645,46.40642939,45.00574053,69.94434137,NA,NA,65.8783008,41.07921929,20.87256028
Rock Tank,180902031103,14,CA,0.91470604,0.12052054,0.931568776,0.76779296,0.959462426,1,NA,NA,0.25,4.05e-6,0.111111111,88.59005705,62.67318663,91.11654442,49.06275469,52.89323553,100,NA,NA,74.32762836,50.77424613,54.03422983,0.934786558,0.111353821,0.957329496,0.804877086,0.976939649,1,NA,NA,0.251,1.86e-6,0.083550914,93.45579793,20.71182549,95.70608496,52.60619977,76.94603904,100,NA,NA,52.16991963,24.47761194,19.58668197
Pachalka Spring-Kingston Wash,180902031104,14,CA,0.82854888,0.126665245,0.875066403,0.766436432,0.907686268,0.967354401,0.626,NA,0.257,1.97e-6,0.123263889,28.68785656,65.11817441,65.28117359,47.92176039,23.9608802,55.31914894,36.14457831,NA,78.15810921,45.88427058,56.72371638,0.91000804,0.116929698,0.908463209,0.809703059,0.946388917,0.975476973,NA,NA,0.258,9.04e-7,0.092689295,81.69919633,21.63030999,87.43972445,54.55797933,53.82319173,81.12244898,NA,NA,62.13547646,22.06659013,20.45924225
Halloran Summit,180902031105,14,CA,0.891754369,0.119848964,0.93778163,0.765347948,0.95100841,1,0.805,NA,0.243,8.67e-6,0.116319444,70.98614507,62.42868786,93.15403423,47.18826406,46.45476773,100,81.68674699,NA,59.25020375,55.4197229,55.09372453,0.935218139,0.110478954,0.963825962,0.805558282,0.97148831,1,NA,NA,0.244,3.99e-6,0.087467363,93.63949483,20.50516648,96.37198622,52.8358209,72.81285878,100,NA,NA,27.32491389,27.7152698,19.95407577
Francis Spring,180902031106,14,CA,0.902734304,0.112080157,0.940557236,0.790921549,0.97822596,1,0.803966774,NA,0.23901825,0,0.097222222,80.68459658,58.51670742,93.64303178,58.51670742,70.82314588,100,81.20481928,NA,56.5607172,32.76283619,51.26324368,0.943548872,0.104041766,0.96448468,0.82238267,0.987328138,1,NA,NA,0.23901825,0,0.07310705,95.9586682,19.4489093,96.5097589,59.05855339,84.70723307,100,NA,NA,25.64867968,15.24684271,18.87485649
180902031007-Kingston Wash,180902031107,14,CA,0.954765134,0.125016705,0.895503847,0.950320614,0.973236076,1,NA,NA,0.252,3.85e-7,0.123263889,98.20700896,64.38467808,79.05460473,94.62102689,65.85167074,100,NA,NA,75.14262429,39.44580277,56.72371638,0.967167457,0.114908075,0.925606194,0.958639462,0.984424169,1,NA,NA,0.252,1.77e-7,0.092689295,98.85189437,21.30884041,91.15958668,95.61423651,82.50287026,100,NA,NA,56.18828932,18.25487945,20.45924225
Curtis Canyon-Kingston Wash,180902031108,14,CA,0.917462342,0.123916553,0.850954999,0.838400278,0.980494089,1,NA,NA,0.25,1.7e-5,0.121527778,89.89405053,63.89568052,45.15077425,72.29013855,73.26813366,100,NA,NA,73.83863081,59.25020375,56.31621842,0.934585084,0.113906996,0.886596366,0.863095848,0.988648124,1,NA,NA,0.25,7.8e-6,0.091383812,93.3869116,21.05625718,80.84959816,73.43283582,85.74052813,100,NA,NA,50.19517796,30.90700344,20.32146958
180902031201-Kingston Wash,180902031201,14,CA,0.908971973,0.113428059,0.859800009,0.940828713,0.979133212,1,0.765,NA,0.25,6.4e-6,0.090277778,86.06356968,58.84270579,52.48573757,93.23553382,71.63814181,100,69.63855422,NA,73.67563162,53.78973105,50.12224939,0.958038909,0.105962687,0.894714987,0.949584516,0.987856132,1,NA,NA,0.25,2.94e-6,0.067885117,98.208955220000007,19.74741676,83.78874856,94.83352468,85.09758898,100,NA,NA,50.05740528,26.36050517,18.32376579
Shadow Mountain,180902031202,14,CA,0.89951471,0.096935481,0.841232495,0.773610501,0.983215844,1,NA,NA,0.236987,0,0.053819444,78.15810921,49.87775061,36.43031785,52.24123879,75.87612062,100,NA,NA,55.58272209,32.76283619,43.19478403,0.918650326,0.092485658,0.876798826,0.80757037,0.990232106,1,NA,NA,0.236987,0,0.040469974,86.49827784,16.326062,75.68312285,53.68541906,87.07233065,100,NA,NA,25.23536165,15.24684271,15.79793341
180902031203,180902031203,14,CA,0.834193696,0.111689815,0.831385539,0.7401671,0.90972846,1,0.689687379,NA,0.25,0,0.085069444,31.5403423,58.35370823,29.17685412,37.000815,24.93887531,100,47.71084337,NA,73.67563162,32.76283619,49.30725346,0.900087757,0.104656223,0.868105738,0.78478072,0.947464572,1,NA,NA,0.25,0,0.063968668,76.11940299,19.49483352,69.34557979,45.90126292,54.64982778,100,NA,NA,50.05740528,15.24684271,17.93340987
180902031204,180902031204,14,CA,0.901974128,0.08912037,0.84772766,0.82548911,1,1,0.836653871,NA,0.25,0,0.017361111,80.03259984,44.41727791,41.97229014,69.19315403,100,100,90.12048193,NA,73.67563162,32.76283619,29.25835371,0.935411635,0.087684943,0.882532887,0.859113653,1,1,NA,NA,0.25,0,0.01305483,93.77726751,15.06314581,79.03559127,72.1010333,100,100,NA,NA,50.05740528,15.24684271,11.77956372
180902031205,180902031205,14,CA,0.913277169,0.095157528,0.831721923,0.827283889,0.994102864,1,NA,NA,0.24901425,0,0.036458333,87.77506112,48.00325998,29.42135289,69.5191524,87.28606357,100,NA,NA,64.87367563,32.76283619,37.89731051,0.93157735,0.092143131,0.868402705,0.861338658,0.996568037,1,NA,NA,0.24901425,0,0.027415144,92.4684271,16.18828932,69.62112514,72.90470723,92.07807118,100,NA,NA,31.06773823,15.24684271,14.23650976
Kingston Spring-Kingston Wash,180902031206,14,CA,0.838249383,0.092581176,0.832668343,0.722966283,0.964617185,1,0.670995106,NA,0.24996575,0,0.027777778,33.57783211,46.6992665,29.99185004,30.64384678,57.6202119,100,45.06024096,NA,67.23716381,32.76283619,34.47432763,0.904320544,0.090284493,0.869238223,0.76863573,0.979408224,1,NA,NA,0.24996575,0,0.020887728,78.59931114,15.82089552,70.26406429,40.9184845,78.73708381,100,NA,NA,33.52468427,15.24684271,13.22617681
Rabbit Holes Spring,180902031301,14,CA,0.904939638,0.096064815,0.825858908,0.798812466,1,1,0.900026816,NA,0.25,0,0.038194444,82.96658517,48.8997555,24.77587612,60.71719641,100,100,95.42168675,NA,73.67563162,32.76283619,38.87530562,0.923198813,0.092906876,0.863226719,0.829568534,1,1,NA,NA,0.25,0,0.028720627,88.93226177,16.44087256,64.7761194,61.69919633,100,100,NA,NA,50.05740528,15.24684271,14.46613088
Valjean Hills,180902031302,14,CA,0.894383276,0.083333333,0.907502532,0.80714209,1,0.862888483,NA,NA,0.25,0,0,73.9201304,38.71230644,83.12958435,63.32518337,100,38.54337152,NA,NA,73.67563162,32.76283619,7.334963325,0.919325139,0.083333333,0.935303331,0.844993939,1,0.897003286,NA,NA,0.25,0,0,86.9804822,13.27210103,92.62916188,67.25602755,100,58.71985158,NA,NA,50.05740528,15.24684271,4.179104478
Dumont Hills,180902031303,14,CA,0.840683377,0.0803675,0.936749696,0.771313733,0.974596953,0.680073126,NA,NA,0.2411025,0,0,35.37082315,34.800326,92.82803586,51.34474328,67.64466178,9.165302782,NA,NA,57.70171149,32.76283619,7.334963325,0.880904809,0.0803675,0.961123308,0.817605431,0.985216161,0.759674334,NA,NA,0.2411025,0,0,64.31687715,11.68771527,96.1423651,57.10677382,83.23765786,22.68089054,NA,NA,26.31458094,15.24684271,4.179104478
Riggs Wash,180902031401,14,CA,0.805620915,0.092085043,0.769198611,0.629345716,0.936038758,0.902063202,0.791,NA,0.24,1.34e-5,0.036458333,21.10839446,46.53626732,8.964955175,8.312958435,36.59331703,43.7806874,77.8313253,NA,56.96821516,57.86471068,37.89731051,0.849776476,0.089109724,0.810996413,0.698902167,0.962776405,0.926430919,NA,NA,0.24,6.15e-6,0.027415144,51.32032147,15.54535017,25.76349024,24.06429392,65.62571757,67.39332096,NA,NA,25.99311137,29.78185993,14.23650976
Dry Lake-Salt Creek,180902031402,14,CA,0.869782696,0.077475602,0.886406651,0.768447623,0.985030348,0.902063202,0.806965656,NA,0.22374625,0,0.008680556,54.68622657,33.08883456,72.7791361,49.63325183,77.91361043,43.7806874,83.37349398,NA,51.42624287,32.76283619,23.14588427,0.912818034,0.076757888,0.917456712,0.816096409,0.991288095,0.926430919,NA,NA,0.22374625,0,0.006527415,83.23765786,10.95292767,89.41446613,56.48679679,87.94489093,67.39332096,NA,NA,23.3065442,15.24684271,9.575200918
180902031403,180902031403,14,CA,0.87693307,0.090625546,0.838365333,0.754340747,1,1,0.791959268,NA,0.24236275,0,0.029513889,60.14669927,45.31377343,34.39282804,42.54278729,100,100,78.07228916,NA,58.59820701,32.76283619,35.45232274,0.916392636,0.088185321,0.874267639,0.79130290700000006,1,1,NA,NA,0.24236275,0,0.022193211,85.35017222,15.17795637,74.05281286,48.12858783,100,100,NA,NA,26.75086108,15.24684271,13.47876005
Squaw Mountain,180902031404,14,CA,0.896527944,0.093389398,0.870154649,0.768465355,0.993195613,0.954296161,NA,NA,0.24197375,0,0.038194444,75.63162184,47.35126324,61.36919315,49.71475143,86.38956805,52.12765957,NA,NA,58.27220864,32.76283619,38.87530562,0.916886733,0.090231459,0.902331878,0.803507249,0.996040043,0.965667762,NA,NA,0.24197375,0,0.028720627,85.64867968,15.7749713,85.6946039,52.07807118,91.68771527,78.08441558,NA,NA,26.59012629,15.24684271,14.46613088
Silurian Lake-Salt Creek,180902031405,14,CA,0.860970473,0.082498648,0.889200222,0.664101552,0.965524437,1,0.786026156,NA,0.2405515,0,0.006944443999999999,48.32925835,36.83781581,74.9796251,14.99592502,58.19070905,100,76.38554217,NA,57.45721271,32.76283619,20.53789731,0.904808557,0.081924477,0.919528426,0.719769583,0.979936218,1,NA,NA,0.2405515,0,0.005221932,78.98966705,12.16991963,89.85074627,28.38117107,79.0815155,100,NA,NA,26.17680827,15.24684271,8.794489093
180902031406-Salt Creek,180902031406,14,CA,0.867515945,0.083307204,0.93055868,0.849549117,0.996824619,0.693131366,NA,NA,0.2481855,0,0.0017361109999999998,53.38223309,38.14180929,90.87204564,74.65362673,89.64955175,10.88379705,NA,NA,63.73268134,32.76283619,11.73594132,0.900676156,0.083163661,0.95632771,0.87874135,0.99815202,0.769483545,NA,NA,0.2481855,0,0.001305483,76.55568312,12.88174512,95.52238806,77.63490241,93.47876005,24.65213358,NA,NA,30.26406429,15.24684271,5.809414466
Amargosa Spring-Salt Creek,180902031407,14,CA,0.858950946,0.07676987,0.870109762,0.641200023,0.989785198,0.934708801,NA,NA,0.228573499,0,0.0017361109999999998,46.7807661,32.51833741,61.28769356,10.10594947,82.39608802,48.77250409,NA,NA,52.97473513,32.76283619,11.73594132,0.887901673,0.076626327,0.903641526,0.702839457,0.994171763,0.950953946,NA,NA,0.228573499,0,0.001305483,68.70264064,10.90700344,86.10792193,24.84500574,90.10332951,73.84044527,NA,NA,23.97244546,15.24684271,5.809414466
Dumont Dunes-Amargosa River,180902031501,14,CA,0.810530261,0.082106417,0.834919004,0.610090337,0.92116498,0.875946722,NA,NA,0.24631925,0,0,22.73838631,36.26731866,31.70334148,6.275468623,28.52485738,40.42553191,NA,NA,61.69519152,32.76283619,7.334963325,0.852471952,0.082106417,0.87142886,0.677124037,0.954522414,0.906812497,NA,NA,0.24631925,0,0,52.2847302,12.2847302,71.87141217,20.09184845,59.05855339,61.73469388,NA,NA,28.86337543,15.24684271,4.179104478
Saddle Peak Hills,180902031502,14,CA,0.852154927,0.046183084,0.865482543,0.587837913,0.955299252,1,NA,NA,0.138549252,0,0,42.46128769,22.49388753,57.13121434,4.319478403,49.30725346,100,NA,NA,38.46780766,32.76283619,7.334963325,0.884073552,0.046183084,0.900193661,0.661993462,0.974107085,1,NA,NA,0.138549252,0,0,66.15384615,7.531572905,85.07462687,17.7956372,74.55797933,100,NA,NA,15.63719862,15.24684271,4.179104478
Sheep Creek Spring-Amargosa River,180902031503,14,CA,0.867322267,0.057584816,0.872712083,0.614722019,0.981854967,1,NA,NA,0.165810003,0,0.006944443999999999,53.13773431,26.16136919,63.32518337,6.84596577,74.32762836,100,NA,NA,41.64629177,32.76283619,20.53789731,0.89388337,0.057010645,0.904817326,0.681276039,0.989440115,1,NA,NA,0.165810003,0,0.005221932,72.42250287,8.518943743,86.38346728,20.64293915,86.29161883,100,NA,NA,17.63490241,15.24684271,8.794489093
Leach Spring,180902031601,14,CA,0.860011481,0.003189768,0.825624593,0.857731822,0.978679586,0.778009924,NA,NA,8.887490000000001e-4,0,0.008680556,47.43276284,7.090464548,24.61287694,77.26161369,71.31214344,18.73977087,NA,NA,14.50692747,32.76283619,23.14588427,0.892512457,0.002472055,0.86301986,0.886194415,0.987592135,0.833243416,NA,NA,8.88748e-4,0,0.006527415,71.59586682,2.089552239,64.52353617,80.22962113,84.86796785,38.19573284,NA,NA,5.258323766,15.24684271,9.575200918
Drinkwater Lake,180902031602,14,CA,0.880793153,0.0028935189999999998,0.856111821,0.745010347,0.874799271,1,0.928044328,NA,9.55e-10,0,0.008680556,62.999185,6.682966585,49.06275469,38.71230644,14.83292584,100,96.62650602,NA,11.49144254,32.76283619,23.14588427,0.905517087,0.0021758050000000003,0.889934591,0.804996965,0.927136793,1,NA,NA,8.06e-10,0,0.006527415,79.38002296,1.928817451,82.27324914,52.652124,42.18140069,100,NA,NA,3.903559127,15.24684271,9.575200918
Two Springs,180902031603,14,CA,0.882914414,0.002314815,0.863862199,0.764417759,0.903377698,1,NA,NA,0,0,0.006944443999999999,64.54767726,5.786471068,55.25672372,46.7807661,21.92339038,100,NA,NA,1.059494703,32.76283619,20.53789731,0.914391125,0.001740644,0.896776778,0.817019108,0.943768612,1,NA,NA,0,0,0.005221932,84.24799082,1.699196326,84.270952930000007,56.78530425,51.75660161,100,NA,NA,0.964408726,15.24684271,8.794489093
Desert King Spring-Leach Lake,180902031604,14,CA,0.874283073,0.00862589,0.894641732,0.781254204,0.938760513,0.882475842,NA,NA,0.024141559,0,0.0017361109999999998,57.70171149,11.73594132,78.32110839,55.09372453,38.0603097,41.40752864,NA,NA,23.55338223,32.76283619,11.73594132,0.907426717,0.00858606,0.923949561,0.829679816,0.964360388,0.911717102,NA,NA,0.024452698,0,0.001305483,80.57405281,3.811710677,90.76923077,61.74512055,66.75086108,63.47402597,NA,NA,8.863375431,15.24684271,5.809414466
Cottonwood Spring,180902031701,14,CA,0.861533133,0.082038234,0.865162782,0.632683096,0.948286655,1,NA,NA,0.244378591,0,0.0017361109999999998,48.98125509,36.10431948,56.80521597,8.80195599,44.09127954,100,NA,NA,59.8207009,32.76283619,11.73594132,0.891363151,0.081977662,0.897924959,0.697623317,0.969904327,1,NA,NA,0.244627503,0,0.001305483,70.81515499,12.21584386,84.54649828,23.76578645,71.43513203,100,NA,NA,27.73823192,15.24684271,5.809414466
Saratoga Spring,180902031702,14,CA,0.896935489,0.0023594980000000002,0.874970135,0.77945482,0.933317003,1,NA,NA,0.007078495,0,0,76.0391198,6.112469438,65.11817441,53.95273024,34.39282804,100,NA,NA,18.25590872,32.76283619,7.334963325,0.924103889,0.0023594980000000002,0.906619799,0.828603333,0.961192422,1,NA,NA,0.007078495,0,0,89.41446613,2.066590126,86.93455798,61.2858783,64.15614237,100,NA,NA,6.773823192,15.24684271,4.179104478
Buckwheat Wash,180902031703,14,CA,0.853037965,0.005092509,0.820689076,0.620494837,0.970967947,1,NA,NA,0.011805305,0,0.0034722219999999996,43.11328443,9.046454768,21.59739201,7.660961695,63.32518337,100,NA,NA,20.21189894,32.76283619,15.07742461,0.881810497,0.004909137,0.858662688,0.685475114,0.983104184,1,NA,NA,0.012116444,0,0.002610966,64.9598163,2.870264064,59.65556831,21.51549943,81.4695752,100,NA,NA,7.57749713,15.24684271,6.957520092
Owl Hole Springs,180902031704,14,CA,0.856705122,0.028905118,0.862266257,0.620803832,0.943750397,1,NA,NA,0.086715353,0,0,45.39527302,18.33740831,54.44172779,7.742461288,41.64629177,100,NA,NA,33.08883456,32.76283619,7.334963325,0.887460839,0.029112544,0.895367849,0.687211152,0.967264356,1,NA,NA,0.087337632,0,0,68.38117107,5.947187141,83.90355913,21.836969,69.20780712,100,NA,NA,12.76693456,15.24684271,4.179104478
180902031705,180902031705,14,CA,0.904925523,0.001141001,0.868266914,0.756878686,0.99455649,1,NA,NA,0.0034230040000000003,0,0,82.88508557,3.667481663,59.49470253,44.09127954,87.93806031,100,NA,NA,16.54441728,32.76283619,7.334963325,0.92612728,0.001141001,0.900665349,0.807011738,0.996832034,1,NA,NA,0.0034230040000000003,0,0,90.35591274,1.308840413,85.28128588,53.40987371,92.39954076,100,NA,NA,5.970149254,15.24684271,4.179104478
Denning Spring-Amargosa River,180902031706,14,CA,0.873468415,0.024941676,0.883829003,0.656314492,0.953730165,1,NA,NA,0.067880584,0,0.006944443999999999,56.80521597,17.3594132,70.6601467,13.0399348,48.32925835,100,NA,NA,29.99185004,32.76283619,20.53789731,0.901192586,0.024450476,0.914403869,0.717294182,0.973072293,1,NA,NA,0.068129496,0,0.005221932,76.92307692,5.533869116,88.67967853,27.92192882,73.68541906,100,NA,NA,11.38920781,15.24684271,8.794489093
Lost Lake,180902031801,14,CA,0.894101431,5.78704e-4,0.883646973,0.692758751,1,1,NA,NA,9.49e-10,0,0.0017361109999999998,73.59413203,2.60798696,70.41564792,20.86389568,100,100,NA,NA,11.40994295,32.76283619,11.73594132,0.914029712,4.3516100000000004e-4,0.914243169,0.741875678,1,1,NA,NA,8.01e-10,0,0.001305483,83.97244546,0.803673938,88.56486797,33.47876005,100,100,NA,NA,3.880597015,15.24684271,5.809414466
Quail Spring,180902031802,14,CA,0.897603477,0.009971115999999999,0.865147534,0.737514271,0.987752103,1,NA,NA,0.022968905,0,0.006944443999999999,76.60961695,12.22493888,56.72371638,36.18581907,80.4400978,100,NA,NA,23.06438468,32.76283619,20.53789731,0.917522904,0.009669582999999999,0.898013541,0.779205999,0.992872078,1,NA,NA,0.023786816,0,0.005221932,85.94718714,4.064293915,84.56946039,43.97244546,89.13892078,100,NA,NA,8.748564868,15.24684271,8.794489093
180902031803-Frontal Owl Lake,180902031803,14,CA,0.889962551,0.019067351,0.861090468,0.712368512,0.986391225,1,NA,NA,0.053729831,0,0.0034722219999999996,70.00814996,15.97392013,53.54523227,27.38386308,78.72860636,100,NA,NA,27.95436023,32.76283619,15.07742461,0.911360648,0.018863236,0.894335117,0.759027388,0.992080086,1,NA,NA,0.053978742,0,0.002610966,82.43398393,5.005740528,83.71986223,38.04822044,88.49598163,100,NA,NA,10.65442021,15.24684271,6.957520092
Owl Lake,180902031804,14,CA,0.883595606,2.26e-10,0.853789376,0.680593049,1,1,NA,NA,6.78e-10,0,0,65.199674,0.814995925,47.51426243,17.92991035,100,100,NA,NA,9.861450693,32.76283619,7.334963325,0.905001809,1.76e-10,0.887884291,0.732122946,1,1,NA,NA,5.29e-10,0,0,79.12743972,0.27554535,81.37772675,31.18254879,100,100,NA,NA,3.398392652,15.24684271,4.179104478
Hidden Spring,180902031901,14,CA,0.886949619,0.013188453,0.865906714,0.725439842,0.95645192,1,NA,NA,0.022204247,0,0.017361111,68.05215974,14.26242869,57.6202119,31.37734311,50.52974735,100,NA,NA,22.90138549,32.76283619,29.25835371,0.911298509,0.012022680000000001,0.898581716,0.771956045,0.974656276,1,NA,NA,0.02301321,0,0.01305483,82.36509759,4.500574053,84.75315729,41.72215844,75.15499426,100,NA,NA,8.67967853,15.24684271,11.77956372
Headwaters Wingate Wash,180902031902,14,CA,0.878378608,0.008534371,0.886252459,0.76646658,0.968246192,1,0.770927808,NA,0.009978114,0,0.015625,60.79869601,11.65444173,72.53463733,48.00325998,60.71719641,100,71.08433735,NA,19.39690302,32.76283619,27.54686227,0.925178303,0.007698824999999999,0.916543345,0.802649665,0.981520201,1,NA,NA,0.011347128,0,0.011749347,89.91963261,3.582089552,89.16188289,51.71067738,80.45924225,100,NA,NA,7.462686567,15.24684271,11.27439724
180902032003,180902031903,14,CA,0.895571132,0.0045305400000000004,0.847697894,0.758256626,0.995917368,0.98041264,NA,NA,0.004911065,0,0.008680556,74.73512632,8.312958435,41.89079055,44.580277100000004,88.75305623,58.9198036,NA,NA,17.3594132,32.76283619,23.14588427,0.915097969,0.004040996,0.882506609,0.794975056,0.997624026,0.985286184,NA,NA,0.005595573,0,0.006527415,84.54649828,2.640642939,79.01262916,49.11595867,92.95063146,84.0445269,NA,NA,6.429391504,15.24684271,9.575200918
Upper Wingate Wash,180902031904,14,CA,0.869709372,0.002904352,0.862914067,0.704818624,0.943750397,0.967,NA,NA,3.25e-5,0,0.008680556,54.60472698,7.008964955,54.60472698,24.20537897,41.64629177,55.31914894,NA,NA,12.71393643,32.76283619,23.14588427,0.898646883,0.0021866389999999998,0.895939749,0.755906456,0.967264356,0.975,NA,NA,3.25e-5,0,0.006527415,75.24684271,2.043628014,84.0413318,37.19862227,69.20780712,81.12244898,NA,NA,4.431687715,15.24684271,9.575200918
Middle Wingate Wash,180902031905,14,CA,0.86027402,0.001157407,0.834732284,0.701348028,0.96733894,0.967354401,0.830596448,NA,7.18e-11,0,0.0034722219999999996,47.75876121,3.748981255,31.62184189,22.90138549,59.90220049,55.31914894,88.43373494,NA,1.792991035,32.76283619,15.07742461,0.894773194,8.703220000000001e-4,0.871060311,0.751563287,0.980992207,0.975476973,NA,NA,0,0,0.002610966,73.04247991,1.102181401,71.71067738,35.91274397,80.06888634,81.12244898,NA,NA,0.964408726,15.24684271,6.957520092
